rank,@title,start_xp,xp to next level,rank when not full,ranke when full,icon,xp_end,i8,j9,k10,l11,m12,n13,o14,p15,q16,r17
597,gen1,25795200,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,25899300,,,,,,598,598,,RANK_GEN_FULL,
598,gen1,25899300,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,26006900,,,,,,599,599,,RANK_GEN_FULL,
599,gen1,26006900,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_11,26118000,,,,,,600,600,,RANK_GEN_FULL,
600,gen1,26118000,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26125200,,,,,,601,601,,RANK_GEN_FULL,
601,gen1,26125200,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26132700,,,,,,602,602,,RANK_GEN_FULL,
602,gen1,26132700,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26140500,,,,,,603,603,,RANK_GEN_FULL,
603,gen1,26140500,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26148600,,,,,,604,604,,RANK_GEN_FULL,
604,gen1,26148600,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26157000,,,,,,605,605,,RANK_GEN_FULL,
605,gen1,26157000,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26165800,,,,,,606,606,,RANK_GEN_FULL,
606,gen1,26165800,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26175000,,,,,,607,607,,RANK_GEN_FULL,
607,gen1,26175000,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26184600,,,,,,608,608,,RANK_GEN_FULL,
608,gen1,26184600,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26194600,,,,,,609,609,,RANK_GEN_FULL,
609,gen1,26194600,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26205100,,,,,,610,610,,RANK_GEN_FULL,
610,gen1,26205100,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26216100,,,,,,611,611,,RANK_GEN_FULL,
611,gen1,26216100,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26228400,,,,,,612,612,,RANK_GEN_FULL,
612,gen1,26228400,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26242000,,,,,,613,613,,RANK_GEN_FULL,
613,gen1,26242000,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26256900,,,,,,614,614,,RANK_GEN_FULL,
614,gen1,26256900,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26273100,,,,,,615,615,,RANK_GEN_FULL,
615,gen1,26273100,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26290700,,,,,,616,616,,RANK_GEN_FULL,
616,gen1,26290700,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26309700,,,,,,617,617,,RANK_GEN_FULL,
617,gen1,26309700,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26330200,,,,,,618,618,,RANK_GEN_FULL,
618,gen1,26330200,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26352200,,,,,,619,619,,RANK_GEN_FULL,
619,gen1,26352200,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26375700,,,,,,620,620,,RANK_GEN_FULL,
620,gen1,26375700,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26401200,,,,,,621,621,,RANK_GEN_FULL,
621,gen1,26401200,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26428700,,,,,,622,622,,RANK_GEN_FULL,
622,gen1,26428700,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26458300,,,,,,623,623,,RANK_GEN_FULL,
623,gen1,26458300,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26489900,,,,,,624,624,,RANK_GEN_FULL,
624,gen1,26489900,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26523500,,,,,,625,625,,RANK_GEN_FULL,
625,gen1,26523500,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26559100,,,,,,626,626,,RANK_GEN_FULL,
626,gen1,26559100,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26597200,,,,,,627,627,,RANK_GEN_FULL,
627,gen1,26597200,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26637800,,,,,,628,628,,RANK_GEN_FULL,
628,gen1,26637800,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26680900,,,,,,629,629,,RANK_GEN_FULL,
629,gen1,26680900,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26726500,,,,,,630,630,,RANK_GEN_FULL,
630,gen1,26726500,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26774600,,,,,,631,631,,RANK_GEN_FULL,
631,gen1,26774600,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26825200,,,,,,632,632,,RANK_GEN_FULL,
632,gen1,26825200,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26878800,,,,,,633,633,,RANK_GEN_FULL,
633,gen1,26878800,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26935400,,,,,,634,634,,RANK_GEN_FULL,
634,gen1,26935400,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,26995000,,,,,,635,635,,RANK_GEN_FULL,
635,gen1,26995000,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27057600,,,,,,636,636,,RANK_GEN_FULL,
636,gen1,27057600,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27123200,,,,,,637,637,,RANK_GEN_FULL,
637,gen1,27123200,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27192300,,,,,,638,638,,RANK_GEN_FULL,
638,gen1,27192300,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27264900,,,,,,639,639,,RANK_GEN_FULL,
639,gen1,27264900,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27341000,,,,,,640,640,,RANK_GEN_FULL,
640,gen1,27341000,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27420600,,,,,,641,641,,RANK_GEN_FULL,
641,gen1,27420600,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27503700,,,,,,642,642,,RANK_GEN_FULL,
642,gen1,27503700,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27590300,,,,,,643,643,,RANK_GEN_FULL,
643,gen1,27590300,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27680400,,,,,,644,644,,RANK_GEN_FULL,
644,gen1,27680400,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27774000,,,,,,645,645,,RANK_GEN_FULL,
645,gen1,27774000,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27871100,,,,,,646,646,,RANK_GEN_FULL,
646,gen1,27871100,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,27971700,,,,,,647,647,,RANK_GEN_FULL,
647,gen1,27971700,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,28075800,,,,,,648,648,,RANK_GEN_FULL,
648,gen1,28075800,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,28183400,,,,,,649,649,,RANK_GEN_FULL,
649,gen1,28183400,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_12,28294500,,,,,,650,650,,RANK_GEN_FULL,
650,gen1,28294500,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28301700,,,,,,651,651,,RANK_GEN_FULL,
651,gen1,28301700,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28309200,,,,,,652,652,,RANK_GEN_FULL,
652,gen1,28309200,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28317000,,,,,,653,653,,RANK_GEN_FULL,
653,gen1,28317000,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28325100,,,,,,654,654,,RANK_GEN_FULL,
654,gen1,28325100,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28333500,,,,,,655,655,,RANK_GEN_FULL,
655,gen1,28333500,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28342300,,,,,,656,656,,RANK_GEN_FULL,
656,gen1,28342300,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28351500,,,,,,657,657,,RANK_GEN_FULL,
657,gen1,28351500,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28361100,,,,,,658,658,,RANK_GEN_FULL,
658,gen1,28361100,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28371100,,,,,,659,659,,RANK_GEN_FULL,
659,gen1,28371100,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28381600,,,,,,660,660,,RANK_GEN_FULL,
660,gen1,28381600,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28392600,,,,,,661,661,,RANK_GEN_FULL,
661,gen1,28392600,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28404900,,,,,,662,662,,RANK_GEN_FULL,
662,gen1,28404900,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28418500,,,,,,663,663,,RANK_GEN_FULL,
663,gen1,28418500,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28433400,,,,,,664,664,,RANK_GEN_FULL,
664,gen1,28433400,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28449600,,,,,,665,665,,RANK_GEN_FULL,
665,gen1,28449600,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28467200,,,,,,666,666,,RANK_GEN_FULL,
666,gen1,28467200,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28486200,,,,,,667,667,,RANK_GEN_FULL,
667,gen1,28486200,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28506700,,,,,,668,668,,RANK_GEN_FULL,
668,gen1,28506700,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28528700,,,,,,669,669,,RANK_GEN_FULL,
669,gen1,28528700,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28552200,,,,,,670,670,,RANK_GEN_FULL,
670,gen1,28552200,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28577700,,,,,,671,671,,RANK_GEN_FULL,
671,gen1,28577700,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28605200,,,,,,672,672,,RANK_GEN_FULL,
672,gen1,28605200,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28634800,,,,,,673,673,,RANK_GEN_FULL,
673,gen1,28634800,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28666400,,,,,,674,674,,RANK_GEN_FULL,
674,gen1,28666400,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28700000,,,,,,675,675,,RANK_GEN_FULL,
675,gen1,28700000,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28735600,,,,,,676,676,,RANK_GEN_FULL,
676,gen1,28735600,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28773700,,,,,,677,677,,RANK_GEN_FULL,
677,gen1,28773700,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28814300,,,,,,678,678,,RANK_GEN_FULL,
678,gen1,28814300,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28857400,,,,,,679,679,,RANK_GEN_FULL,
679,gen1,28857400,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28903000,,,,,,680,680,,RANK_GEN_FULL,
680,gen1,28903000,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,28951100,,,,,,681,681,,RANK_GEN_FULL,
681,gen1,28951100,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29001700,,,,,,682,682,,RANK_GEN_FULL,
682,gen1,29001700,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29055300,,,,,,683,683,,RANK_GEN_FULL,
683,gen1,29055300,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29111900,,,,,,684,684,,RANK_GEN_FULL,
684,gen1,29111900,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29171500,,,,,,685,685,,RANK_GEN_FULL,
685,gen1,29171500,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29234100,,,,,,686,686,,RANK_GEN_FULL,
686,gen1,29234100,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29299700,,,,,,687,687,,RANK_GEN_FULL,
687,gen1,29299700,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29368800,,,,,,688,688,,RANK_GEN_FULL,
688,gen1,29368800,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29441400,,,,,,689,689,,RANK_GEN_FULL,
689,gen1,29441400,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29517500,,,,,,690,690,,RANK_GEN_FULL,
690,gen1,29517500,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29597100,,,,,,691,691,,RANK_GEN_FULL,
691,gen1,29597100,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29680200,,,,,,692,692,,RANK_GEN_FULL,
692,gen1,29680200,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29766800,,,,,,693,693,,RANK_GEN_FULL,
693,gen1,29766800,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29856900,,,,,,694,694,,RANK_GEN_FULL,
694,gen1,29856900,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,29950500,,,,,,695,695,,RANK_GEN_FULL,
695,gen1,29950500,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,30047600,,,,,,696,696,,RANK_GEN_FULL,
696,gen1,30047600,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,30148200,,,,,,697,697,,RANK_GEN_FULL,
697,gen1,30148200,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,30252300,,,,,,698,698,,RANK_GEN_FULL,
698,gen1,30252300,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,30359900,,,,,,699,699,,RANK_GEN_FULL,
699,gen1,30359900,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_13,30471000,,,,,,700,700,,RANK_GEN_FULL,
700,gen1,30471000,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30478200,,,,,,701,701,,RANK_GEN_FULL,
701,gen1,30478200,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30485700,,,,,,702,702,,RANK_GEN_FULL,
702,gen1,30485700,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30493500,,,,,,703,703,,RANK_GEN_FULL,
703,gen1,30493500,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30501600,,,,,,704,704,,RANK_GEN_FULL,
704,gen1,30501600,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30510000,,,,,,705,705,,RANK_GEN_FULL,
705,gen1,30510000,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30518800,,,,,,706,706,,RANK_GEN_FULL,
706,gen1,30518800,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30528000,,,,,,707,707,,RANK_GEN_FULL,
707,gen1,30528000,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30537600,,,,,,708,708,,RANK_GEN_FULL,
708,gen1,30537600,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30547600,,,,,,709,709,,RANK_GEN_FULL,
709,gen1,30547600,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30558100,,,,,,710,710,,RANK_GEN_FULL,
710,gen1,30558100,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30569100,,,,,,711,711,,RANK_GEN_FULL,
711,gen1,30569100,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30581400,,,,,,712,712,,RANK_GEN_FULL,
712,gen1,30581400,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30595000,,,,,,713,713,,RANK_GEN_FULL,
713,gen1,30595000,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30609900,,,,,,714,714,,RANK_GEN_FULL,
714,gen1,30609900,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30626100,,,,,,715,715,,RANK_GEN_FULL,
715,gen1,30626100,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30643700,,,,,,716,716,,RANK_GEN_FULL,
716,gen1,30643700,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30662700,,,,,,717,717,,RANK_GEN_FULL,
717,gen1,30662700,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30683200,,,,,,718,718,,RANK_GEN_FULL,
718,gen1,30683200,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30705200,,,,,,719,719,,RANK_GEN_FULL,
719,gen1,30705200,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30728700,,,,,,720,720,,RANK_GEN_FULL,
720,gen1,30728700,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30754200,,,,,,721,721,,RANK_GEN_FULL,
721,gen1,30754200,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30781700,,,,,,722,722,,RANK_GEN_FULL,
722,gen1,30781700,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30811300,,,,,,723,723,,RANK_GEN_FULL,
723,gen1,30811300,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30842900,,,,,,724,724,,RANK_GEN_FULL,
724,gen1,30842900,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30876500,,,,,,725,725,,RANK_GEN_FULL,
725,gen1,30876500,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30912100,,,,,,726,726,,RANK_GEN_FULL,
726,gen1,30912100,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30950200,,,,,,727,727,,RANK_GEN_FULL,
727,gen1,30950200,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,30990800,,,,,,728,728,,RANK_GEN_FULL,
728,gen1,30990800,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31033900,,,,,,729,729,,RANK_GEN_FULL,
729,gen1,31033900,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31079500,,,,,,730,730,,RANK_GEN_FULL,
730,gen1,31079500,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31127600,,,,,,731,731,,RANK_GEN_FULL,
731,gen1,31127600,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31178200,,,,,,732,732,,RANK_GEN_FULL,
732,gen1,31178200,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31231800,,,,,,733,733,,RANK_GEN_FULL,
733,gen1,31231800,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31288400,,,,,,734,734,,RANK_GEN_FULL,
734,gen1,31288400,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31348000,,,,,,735,735,,RANK_GEN_FULL,
735,gen1,31348000,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31410600,,,,,,736,736,,RANK_GEN_FULL,
736,gen1,31410600,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31476200,,,,,,737,737,,RANK_GEN_FULL,
737,gen1,31476200,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31545300,,,,,,738,738,,RANK_GEN_FULL,
738,gen1,31545300,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31617900,,,,,,739,739,,RANK_GEN_FULL,
739,gen1,31617900,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31694000,,,,,,740,740,,RANK_GEN_FULL,
740,gen1,31694000,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31773600,,,,,,741,741,,RANK_GEN_FULL,
741,gen1,31773600,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31856700,,,,,,742,742,,RANK_GEN_FULL,
742,gen1,31856700,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,31943300,,,,,,743,743,,RANK_GEN_FULL,
743,gen1,31943300,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,32033400,,,,,,744,744,,RANK_GEN_FULL,
744,gen1,32033400,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,32127000,,,,,,745,745,,RANK_GEN_FULL,
745,gen1,32127000,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,32224100,,,,,,746,746,,RANK_GEN_FULL,
746,gen1,32224100,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,32324700,,,,,,747,747,,RANK_GEN_FULL,
747,gen1,32324700,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,32428800,,,,,,748,748,,RANK_GEN_FULL,
748,gen1,32428800,107600,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,32536400,,,,,,749,749,,RANK_GEN_FULL,
749,gen1,32536400,111100,RANK_GEN,RANK_GEN_FULL,rank_prestige_14,32647500,,,,,,750,750,,RANK_GEN_FULL,
750,gen1,32647500,7200,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32654700,,,,,,751,751,,RANK_GEN_FULL,
751,gen1,32654700,7500,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32662200,,,,,,752,752,,RANK_GEN_FULL,
752,gen1,32662200,7800,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32670000,,,,,,753,753,,RANK_GEN_FULL,
753,gen1,32670000,8100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32678100,,,,,,754,754,,RANK_GEN_FULL,
754,gen1,32678100,8400,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32686500,,,,,,755,755,,RANK_GEN_FULL,
755,gen1,32686500,8800,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32695300,,,,,,756,756,,RANK_GEN_FULL,
756,gen1,32695300,9200,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32704500,,,,,,757,757,,RANK_GEN_FULL,
757,gen1,32704500,9600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32714100,,,,,,758,758,,RANK_GEN_FULL,
758,gen1,32714100,10000,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32724100,,,,,,759,759,,RANK_GEN_FULL,
759,gen1,32724100,10500,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32734600,,,,,,760,760,,RANK_GEN_FULL,
760,gen1,32734600,11000,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32745600,,,,,,761,761,,RANK_GEN_FULL,
761,gen1,32745600,12300,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32757900,,,,,,762,762,,RANK_GEN_FULL,
762,gen1,32757900,13600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32771500,,,,,,763,763,,RANK_GEN_FULL,
763,gen1,32771500,14900,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32786400,,,,,,764,764,,RANK_GEN_FULL,
764,gen1,32786400,16200,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32802600,,,,,,765,765,,RANK_GEN_FULL,
765,gen1,32802600,17600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32820200,,,,,,766,766,,RANK_GEN_FULL,
766,gen1,32820200,19000,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32839200,,,,,,767,767,,RANK_GEN_FULL,
767,gen1,32839200,20500,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32859700,,,,,,768,768,,RANK_GEN_FULL,
768,gen1,32859700,22000,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32881700,,,,,,769,769,,RANK_GEN_FULL,
769,gen1,32881700,23500,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32905200,,,,,,770,770,,RANK_GEN_FULL,
770,gen1,32905200,25500,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32930700,,,,,,771,771,,RANK_GEN_FULL,
771,gen1,32930700,27500,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32958200,,,,,,772,772,,RANK_GEN_FULL,
772,gen1,32958200,29600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,32987800,,,,,,773,773,,RANK_GEN_FULL,
773,gen1,32987800,31600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33019400,,,,,,774,774,,RANK_GEN_FULL,
774,gen1,33019400,33600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33053000,,,,,,775,775,,RANK_GEN_FULL,
775,gen1,33053000,35600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33088600,,,,,,776,776,,RANK_GEN_FULL,
776,gen1,33088600,38100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33126700,,,,,,777,777,,RANK_GEN_FULL,
777,gen1,33126700,40600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33167300,,,,,,778,778,,RANK_GEN_FULL,
778,gen1,33167300,43100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33210400,,,,,,779,779,,RANK_GEN_FULL,
779,gen1,33210400,45600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33256000,,,,,,780,780,,RANK_GEN_FULL,
780,gen1,33256000,48100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33304100,,,,,,781,781,,RANK_GEN_FULL,
781,gen1,33304100,50600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33354700,,,,,,782,782,,RANK_GEN_FULL,
782,gen1,33354700,53600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33408300,,,,,,783,783,,RANK_GEN_FULL,
783,gen1,33408300,56600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33464900,,,,,,784,784,,RANK_GEN_FULL,
784,gen1,33464900,59600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33524500,,,,,,785,785,,RANK_GEN_FULL,
785,gen1,33524500,62600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33587100,,,,,,786,786,,RANK_GEN_FULL,
786,gen1,33587100,65600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33652700,,,,,,787,787,,RANK_GEN_FULL,
787,gen1,33652700,69100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33721800,,,,,,788,788,,RANK_GEN_FULL,
788,gen1,33721800,72600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33794400,,,,,,789,789,,RANK_GEN_FULL,
789,gen1,33794400,76100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33870500,,,,,,790,790,,RANK_GEN_FULL,
790,gen1,33870500,79600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,33950100,,,,,,791,791,,RANK_GEN_FULL,
791,gen1,33950100,83100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34033200,,,,,,792,792,,RANK_GEN_FULL,
792,gen1,34033200,86600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34119800,,,,,,793,793,,RANK_GEN_FULL,
793,gen1,34119800,90100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34209900,,,,,,794,794,,RANK_GEN_FULL,
794,gen1,34209900,93600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34303500,,,,,,795,795,,RANK_GEN_FULL,
795,gen1,34303500,97100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34400600,,,,,,796,796,,RANK_GEN_FULL,
796,gen1,34400600,100600,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34501200,,,,,,797,797,,RANK_GEN_FULL,
797,gen1,34501200,104100,RANK_GEN,RANK_GEN_FULL,rank_prestige_15,34605300,,,,,,798,798,,RANK_GEN_FULL,
